market_id,city,state_name,state_code,latitude,longitude,year,population,home_value,population_growth_1yr_pct,population_growth_5yr_pct,home_value_growth_1yr_pct,home_value_cagr_3yr_pct,home_value_cagr_5yr_pct,permitted_units,permits_per_1000_population,permit_growth_1yr_pct,homes_sold,homes_sold_growth_1yr_pct,avg_inventory,inventory_growth_1yr_pct,avg_months_of_supply,avg_sale_to_list_pct,activity_months,growth_score,demand_score,supply_score,baseline_score,growth_heavy_score,demand_heavy_score,supply_light_score,avg_scenario_score,baseline_rank,growth_heavy_rank,demand_heavy_rank,supply_light_rank,avg_rank,rank_range,rank_stddev,national_baseline_rank,national_robust_rank,state_baseline_rank,state_robust_rank,created_at
US-4861796,Richardson,Texas,TX,,,2025,118542,440471.15,0.48,-0.65,-3.34,0.52,5.97,677,5.71,-14.3,3042.0,1.0,295.25,33.75,3.56,97.68,12,35.7,40.45,24.59,34.58,35.46,36.65,36.73,35.85,2653,2506,2459,2471,2522.25,194,77.44,2653,2571,192,176,2026-09-19 22:18:21.483951+00:00
US-4865000,San Antonio,Texas,TX,,,2025,1548422,251664.39,0.94,7.66,-3.06,-2.77,3.56,5320,3.44,-14.99,34466.0,-2.88,5438.58,11.07,5.79,96.61,12,44.25,21.51,49.05,37.49,38.15,32.46,34.5,35.65,2530,2369,2631,2562,2523.0,262,96.11,2530,2572,167,177,2026-09-19 22:18:21.483951+00:00
US-4805864,Bastrop,Texas,TX,,,2025,13383,359521.15,4.9,36.74,-3.1,-4.72,4.88,372,27.8,-2.11,363.0,-47.84,58.75,-12.2,6.32,97.36,12,57.68,9.84,40.96,36.75,40.82,28.86,34.48,35.23,2569,2222,2745,2564,2525.0,523,189.52,2569,2574,178,178,2026-09-19 22:18:21.483951+00:00
US-4854132,Orange,Texas,TX,,,2025,19419,181026.48,0.67,0.76,2.07,-1.56,-0.42,123,6.33,3.36,771.0,29.8,125.5,10.65,6.28,97.19,12,22.08,47.22,39.8,35.31,32.28,38.56,35.16,35.33,2627,2629,2363,2528,2536.75,266,108.31,2627,2578,188,179,2026-09-19 22:18:21.483951+00:00
US-4829336,Georgetown,Texas,TX,,,2025,106907,435524.71,5.38,55.56,-4.11,-5.0,4.17,1770,16.56,-24.81,6320.0,-6.76,951.67,18.71,5.48,97.57,12,54.17,20.17,22.38,34.32,39.2,30.7,35.69,34.98,2661,2307,2705,2510,2545.75,398,155.66,2661,2586,195,180,2026-09-19 22:18:21.483951+00:00
US-4837000,Irving,Texas,TX,,,2025,257076,341399.92,-0.6,0.07,-3.25,-0.22,5.37,103,0.4,-81.14,3407.0,-1.36,433.25,37.98,4.64,97.55,12,32.58,30.17,55.06,37.36,35.23,34.63,33.75,35.24,2542,2517,2549,2585,2548.25,68,24.32,2542,2588,170,181,2026-09-19 22:18:21.483951+00:00
US-4876672,Watauga,Texas,TX,,,2025,22981,276325.36,-0.49,-2.59,-2.56,-1.44,5.38,67,2.92,-10.67,829.0,-7.68,63.33,-8.43,2.81,98.39,12,21.15,38.0,63.1,37.54,32.5,36.71,32.93,34.92,2526,2623,2455,2611,2553.75,168,68.18,2526,2591,165,182,2026-09-19 22:18:21.483951+00:00
US-4835000,Houston,Texas,TX,,,2025,2397315,266376.1,0.48,4.31,-3.04,-1.0,4.71,11878,4.95,-0.17,59921.0,0.37,9148.5,27.14,5.6,96.86,12,43.39,27.73,30.6,34.71,36.77,32.86,35.07,34.85,2651,2430,2618,2535,2558.5,221,85.38,2651,2596,191,183,2026-09-19 22:18:21.483951+00:00
US-4839952,Kyle,Texas,TX,,,2025,69917,307822.9,6.06,50.58,-7.95,-7.34,3.38,1298,18.56,-26.58,2383.0,-13.6,337.67,6.16,5.19,98.02,12,51.36,18.42,32.6,35.14,38.66,30.43,34.66,34.72,2634,2340,2710,2554,2559.5,370,138.21,2634,2597,189,184,2026-09-19 22:18:21.483951+00:00
US-4821628,Duncanville,Texas,TX,,,2025,38915,275821.55,-1.13,-3.98,-3.45,-1.25,5.6,0,0.0,-100.0,781.0,-4.41,80.67,15.65,3.85,97.97,12,19.24,31.46,81.55,39.1,32.25,35.31,30.97,34.41,2428,2631,2519,2671,2562.25,243,95.46,2428,2598,144,185,2026-09-19 22:18:21.483951+00:00
US-4801240,Addison,Texas,TX,,,2025,17195,507399.9,-0.62,0.61,-2.04,1.04,5.91,34,1.98,-38.18,401.0,-2.43,59.25,38.6,5.54,97.77,12,40.81,26.94,38.84,35.46,36.35,32.89,34.37,34.77,2618,2453,2616,2567,2563.5,165,66.99,2618,2600,186,186,2026-09-19 22:18:21.483951+00:00
US-4850820,New Braunfels,Texas,TX,,,2025,122492,352169.09,5.12,33.67,-3.6,-4.39,3.03,879,7.18,-63.95,4103.0,-5.59,713.08,12.79,6.42,96.85,12,50.74,17.55,35.84,35.4,38.55,30.25,34.31,34.63,2623,2348,2716,2571,2564.5,368,135.36,2623,2602,187,187,2026-09-19 22:18:21.483951+00:00
US-4860836,Raymondville,Texas,TX,,,2025,10082,118070.45,-0.52,-1.07,1.22,-1.36,-2.45,0,0.0,-100.0,59.0,25.53,14.58,30.6,9.75,95.21,12,13.55,41.51,70.75,37.64,30.52,37.51,31.85,34.38,2519,2692,2415,2650,2569.0,277,109.44,2519,2604,161,188,2026-09-19 22:18:21.483951+00:00
US-4816468,Converse,Texas,TX,,,2025,32481,248560.68,2.97,16.59,-3.93,-3.13,3.99,293,9.02,-11.21,1089.0,-33.84,180.0,-2.96,6.03,97.71,12,51.82,11.65,43.7,35.73,38.55,28.51,32.93,33.93,2604,2346,2754,2610,2578.5,408,147.05,2604,2611,183,189,2026-09-19 22:18:21.483951+00:00
US-4836008,Ingleside,Texas,TX,,,2025,10085,215186.3,-0.52,4.84,-1.9,0.27,3.68,17,1.69,13.33,313.0,-1.88,49.67,22.13,6.1,96.31,12,40.14,21.57,50.6,36.25,36.13,31.49,32.83,34.18,2583,2469,2669,2614,2583.75,200,73.06,2583,2615,181,190,2026-09-19 22:18:21.483951+00:00
US-4857176,Pflugerville,Texas,TX,,,2025,68316,378846.83,1.53,4.32,-6.98,-6.25,4.03,920,13.47,7.48,1765.0,-3.66,223.33,11.43,4.64,98.14,12,40.31,29.69,29.98,34.01,35.57,32.92,34.5,34.25,2670,2502,2614,2561,2586.75,168,62.29,2670,2617,197,191,2026-09-19 22:18:21.483951+00:00
US-4807552,Benbrook,Texas,TX,,,2025,24279,319691.76,-1.15,-0.91,-2.12,-0.62,5.61,395,16.27,1419.23,931.0,0.0,97.58,10.06,3.88,98.27,12,30.55,39.68,29.78,33.55,33.17,35.46,34.58,34.19,2689,2594,2512,2556,2587.75,177,65.26,2689,2619,202,192,2026-09-19 22:18:21.483951+00:00
US-4835528,Huntsville,Texas,TX,,,2025,49088,264004.99,0.09,7.05,0.21,-1.32,3.77,166,3.38,-60.1,905.0,-4.03,141.08,16.52,5.72,96.36,12,44.32,19.11,44.53,35.55,36.79,30.49,33.0,33.96,2613,2429,2709,2607,2589.5,280,101.12,2613,2622,185,193,2026-09-19 22:18:21.483951+00:00
US-4848804,Missouri City,Texas,TX,,,2025,77327,338632.04,-0.8,3.9,-2.2,-0.45,5.58,737,9.53,524.58,3415.0,-4.4,451.83,24.82,4.89,96.83,12,49.54,22.14,22.58,33.21,37.27,30.43,34.51,33.86,2699,2404,2711,2559,2593.25,307,124.54,2699,2626,203,194,2026-09-19 22:18:21.483951+00:00
US-4819792,Del Rio,Texas,TX,,,2025,34496,210857.04,-0.16,-0.64,-3.16,0.73,4.0,23,0.67,-20.69,744.0,-15.84,142.75,12.62,7.03,114.44,12,21.2,32.89,68.85,37.21,31.86,34.78,31.23,33.77,2552,2644,2541,2668,2601.25,127,55.54,2552,2634,172,195,2026-09-19 22:18:21.483951+00:00
US-4842016,Leander,Texas,TX,,,2025,91132,440702.47,3.94,49.72,-5.82,-6.26,4.57,1336,14.66,11.99,3717.0,-9.89,549.5,28.46,5.34,97.32,12,55.8,17.05,16.3,32.36,38.25,28.56,34.41,33.4,2729,2366,2753,2566,2603.5,387,154.85,2729,2637,209,196,2026-09-19 22:18:21.483951+00:00
US-4841212,Lancaster,Texas,TX,,,2025,40526,274344.94,-0.84,-1.76,-4.52,-2.0,5.8,23,0.57,-42.5,877.0,-10.96,94.0,8.99,4.05,97.53,12,28.81,22.2,73.01,37.55,33.46,31.8,30.26,33.27,2525,2578,2656,2693,2613.0,168,65.61,2525,2645,164,197,2026-09-19 22:18:21.483951+00:00
US-4843240,Lockhart,Texas,TX,,,2025,18159,284161.53,4.63,26.33,-6.68,-5.26,4.57,154,8.48,-40.54,649.0,-38.66,84.58,10.93,4.88,95.23,12,55.9,7.63,35.38,33.88,38.34,26.28,32.13,32.66,2678,2363,2794,2640,2618.75,431,158.18,2678,2647,198,198,2026-09-19 22:18:21.483951+00:00
US-4821556,Dumas,Texas,TX,,,2025,14862,189025.77,0.92,3.02,10.06,3.02,4.06,19,1.28,-26.92,443.0,-3.49,43.08,37.14,3.77,,12,37.35,23.61,45.25,34.52,34.41,30.98,31.96,32.97,2658,2551,2693,2645,2636.75,142,52.53,2658,2661,193,199,2026-09-19 22:18:21.483951+00:00
US-4842664,Liberty Hill,Texas,TX,,,2025,13317,506297.29,11.7,261.88,-4.31,-4.83,4.98,107,8.03,-80.58,233.0,-43.17,60.83,30.82,9.62,97.33,12,58.3,8.7,21.09,31.63,37.83,25.43,32.25,31.79,2749,2379,2807,2628,2640.75,428,164.34,2749,2668,211,200,2026-09-19 22:18:21.483951+00:00
US-4858280,Pleasanton,Texas,TX,,,2025,11511,258187.24,1.03,7.85,0.41,-0.88,3.22,143,12.42,180.39,243.0,5.19,62.67,79.9,9.58,95.98,12,43.65,31.01,7.28,30.13,34.4,31.24,34.33,32.53,2787,2552,2682,2569,2647.5,235,94.78,2787,2675,219,201,2026-09-19 22:18:21.483951+00:00
US-4829000,Garland,Texas,TX,,,2025,249625,288892.89,-0.56,1.32,-6.29,-1.89,5.19,159,0.64,-70.77,5238.0,-8.97,652.5,36.94,4.59,97.3,12,37.07,19.92,52.72,34.98,34.28,29.99,30.92,32.54,2642,2556,2720,2675,2648.25,164,60.03,2642,2678,190,202,2026-09-19 22:18:21.483951+00:00
US-4810156,Brenham,Texas,TX,,,2025,19957,331958.14,1.98,14.99,-1.49,-0.72,4.34,197,9.87,77.48,703.0,-7.26,122.42,25.66,6.59,96.19,12,52.63,13.48,21.42,31.13,36.21,26.42,31.89,31.41,2765,2465,2790,2648,2667.0,325,128.35,2765,2690,214,203,2026-09-19 22:18:21.483951+00:00
